timestamp_ms,rssi
444925,-32
445155,-33
445384,-31
445613,-32
445842,-33
446071,-31
446301,-31
446530,-30
446759,-31
446988,-32
447217,-33
447446,-31
447676,-32
447905,-33
448134,-32
448364,-32
448593,-32
448822,-30
449051,-30
449280,-29
449510,-30
449739,-31
449968,-31
450197,-32
450427,-32
450656,-31
450885,-32
451120,-32
451349,-33
451578,-32
451808,-33
452037,-31
452266,-33
452495,-33
452724,-33
452954,-33
453183,-32
453412,-31
453642,-31
453871,-31
454100,-32
454329,-32
454558,-32
454788,-31
455017,-33
455246,-31
455475,-31
455704,-33
455934,-32
456163,-34
456392,-33
456621,-32
456851,-32
457080,-32
457309,-32
457538,-30
457767,-31
457996,-32
458226,-32
458455,-32
458684,-32
458913,-32
459142,-32
459372,-31
459601,-32
459829,-32
460059,-33
460288,-32
460517,-35
460746,-32
460975,-32
461205,-34
461434,-30
461663,-30
461897,-31
462126,-30
462356,-32
462585,-31
462814,-30
463043,-32
463272,-31
463502,-30
463731,-31
463960,-31
464189,-33
464418,-33
464648,-31
464877,-33
465106,-32
465335,-31
465564,-32
465794,-30
466023,-32
466252,-32
466481,-30
466711,-32
466940,-32
467169,-32
467398,-33
467630,-31
467859,-30
468088,-31
468317,-32
468546,-31
468775,-32
469005,-32
469234,-33
469463,-32
469692,-33
469921,-32
470151,-31
470380,-32
470609,-32
470838,-32
471067,-32
471296,-35
471525,-31
471754,-32
471983,-33
472213,-32
472447,-33
472676,-34
472905,-30
473134,-32
473363,-31
473593,-32
473822,-32
474051,-32
474280,-31
474509,-31
474739,-30
474968,-31
475197,-31
475426,-33
475655,-31
475885,-31
476114,-31
476343,-33
476572,-32
476801,-33
477030,-32
477259,-32
477488,-32
477717,-33
477947,-32
478176,-32
478405,-33
478634,-32
478863,-33
479093,-32
479322,-33
479551,-32
479780,-32
480009,-32
480239,-33
480468,-32
480697,-33
480925,-33
481155,-33
481384,-31
481614,-30
481843,-30
482072,-31
482301,-33
482530,-33
482760,-31
482989,-32
483223,-33
483452,-33
483682,-32
483911,-31
484140,-31
484369,-31
484598,-31
484828,-31
485057,-32
485286,-31
485515,-33
485745,-33
485974,-32
486203,-32
486432,-30
486662,-32
486892,-32
487121,-33
487350,-32
487579,-31
487808,-33
488038,-33
488267,-31
488496,-33
488725,-32
488955,-33
489184,-32
489413,-32
489642,-33
489872,-34
490101,-31
490330,-32
490559,-31
490788,-33
491018,-31
491247,-30
491476,-31
491705,-34
491934,-31
492164,-32
492392,-33
492621,-32
492850,-32
493080,-32
493309,-33
493537,-33
493771,-32
494001,-33
494230,-32
494460,-33
494689,-33
494918,-33
495147,-32
495376,-31
495606,-32
495835,-33
496064,-33
496293,-33
496523,-33
496752,-32
496981,-32
497210,-32
497439,-34
497669,-32
497898,-32
498126,-32
498356,-31
498585,-31
498814,-32
499043,-32
499273,-32
499502,-31
499731,-33
499962,-31
500191,-33
500421,-31
